PROGRESSIVO;CITTADINANZA_DESC;TIPO_CITTADINANZA_DESC;FACOLTA_DESC;CDS_DESC;TIPO_CORSO_DES;TipoAbbomanento;COMUNE_RESIDENZA_DESC;PROVINCIA_RESIDENZA_DESC;REGIONE_RESIDENZA_DESC;NAZIONE_RESIDENZA_DESC
6545;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Villa Lagarina;Trento;Trentino Alto Adige;ITALIA
6546;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Mezzana;Trento;Trentino Alto Adige;ITALIA
6547;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Levico Terme;Trento;Trentino Alto Adige;ITALIA
6548;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
6549;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6550;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
6551;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Belluno;Belluno;Veneto;ITALIA
6552;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Mezzolombardo;Trento;Trentino Alto Adige;ITALIA
6553;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Novaledo;Trento;Trentino Alto Adige;ITALIA
6554;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Vicenza;Vicenza;Veneto;ITALIA
6555;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Borgo Valsugana;Trento;Trentino Alto Adige;ITALIA
6556;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Lagundo;Bolzano;Trentino Alto Adige;ITALIA
6557;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OpenMove;Rovereto;Trento;Trentino Alto Adige;ITALIA
6558;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Villa Lagarina;Trento;Trentino Alto Adige;ITALIA
6559;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Acquafredda;Brescia;Lombardia;ITALIA
6560;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Cismon del Grappa;Vicenza;Veneto;ITALIA
6561;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Zane';Vicenza;Veneto;ITALIA
6562;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Mezzocorona;Trento;Trentino Alto Adige;ITALIA
6563;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Modugno;Bari;Puglia;ITALIA
6564;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6565;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;Bussolengo;Verona;Veneto;ITALIA
6566;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Imer;Trento;Trentino Alto Adige;ITALIA
6567;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Siracusa;Siracusa;Sicilia;ITALIA
6568;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Curtatone;Mantova;Lombardia;ITALIA
6569;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Rovereto;Trento;Trentino Alto Adige;ITALIA
6570;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Canal San Bovo;Trento;Trentino Alto Adige;ITALIA
6571;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;PREDAIA;Trento;Trentino Alto Adige;ITALIA
6572;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Borgo Valsugana;Trento;Trentino Alto Adige;ITALIA
6573;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Mezzocorona;Trento;Trentino Alto Adige;ITALIA
6574;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Brescia;Brescia;Lombardia;ITALIA
6575;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OpenMove;Sagron Mis;Trento;Trentino Alto Adige;ITALIA
6576;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Bedollo;Trento;Trentino Alto Adige;ITALIA
6577;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Valda;Trento;Trentino Alto Adige;ITALIA
6578;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;OldSmartCard;Mori;Trento;Trentino Alto Adige;ITALIA
6579;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
6580;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Ton;Trento;Trentino Alto Adige;ITALIA
6581;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;VALLELAGHI;Trento;Trentino Alto Adige;ITALIA
6582;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Malo;Vicenza;Veneto;ITALIA
6583;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OpenMove;San Leonardo In Passiria;Bolzano;Trentino Alto Adige;ITALIA
6584;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Pietraperzia;Enna;Sicilia;ITALIA
6585;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6586;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Lavis;Trento;Trentino Alto Adige;ITALIA
6587;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Porto Viro;Rovigo;Veneto;ITALIA
6588;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Varzo;Verbano-Cusio-Ossola;Piemonte;ITALIA
6589;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OldSmartCard;Trichiana;Belluno;Veneto;ITALIA
6590;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Casier;Treviso;Veneto;ITALIA
6591;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;NewSmartCard;Venezia;Venezia;Veneto;ITALIA
6592;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio sociale;Corso di Laurea;OpenMove;Spiazzo;Trento;Trentino Alto Adige;ITALIA
6593;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Venezia;Venezia;Veneto;ITALIA
6594;CINA;Extracomunitaria;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6595;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6596;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Moena;Trento;Trentino Alto Adige;ITALIA
6597;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Calavino;Trento;Trentino Alto Adige;ITALIA
6598;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Telve di Sopra;Trento;Trentino Alto Adige;ITALIA
6599;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Belluno;Belluno;Veneto;ITALIA
6600;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Caldonazzo;Trento;Trentino Alto Adige;ITALIA
6601;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OpenMove;Rovereto;Trento;Trentino Alto Adige;ITALIA
6602;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Tesero;Trento;Trentino Alto Adige;ITALIA
6603;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Mezzocorona;Trento;Trentino Alto Adige;ITALIA
6604;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OpenMove;Borso del Grappa;Treviso;Veneto;ITALIA
6605;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
6606;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;LEDRO;Trento;Trentino Alto Adige;ITALIA
6607;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Lamon;Belluno;Veneto;ITALIA
6608;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Bassano del Grappa;Vicenza;Veneto;ITALIA
6609;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;LEDRO;Trento;Trentino Alto Adige;ITALIA
6610;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OpenMove;Castiglione delle Stiviere;Mantova;Lombardia;ITALIA
6611;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Pinzolo;Trento;Trentino Alto Adige;ITALIA
6612;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;CONTA';Trento;Trentino Alto Adige;ITALIA
6613;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
6614;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Novaledo;Trento;Trentino Alto Adige;ITALIA
6615;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Vicenza;Vicenza;Veneto;ITALIA
6616;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6617;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Alano di Piave;Belluno;Veneto;ITALIA
6618;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;San Biagio di Callalta;Treviso;Veneto;ITALIA
6619;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Faedo;Trento;Trentino Alto Adige;ITALIA
6620;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Sermide;Mantova;Lombardia;ITALIA
6621;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Caldonazzo;Trento;Trentino Alto Adige;ITALIA
6622;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Predazzo;Trento;Trentino Alto Adige;ITALIA
6623;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Terlago;Trento;Trentino Alto Adige;ITALIA
6624;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;San Bonifacio;Verona;Veneto;ITALIA
6625;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;San Pietro In Cariano;Verona;Veneto;ITALIA
6626;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OldSmartCard;Feltre;Belluno;Veneto;ITALIA
6627;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Ronzo-Chienis;Trento;Trentino Alto Adige;ITALIA
6628;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Levico Terme;Trento;Trentino Alto Adige;ITALIA
6629;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Mel;Belluno;Veneto;ITALIA
6630;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Brescia;Brescia;Lombardia;ITALIA
6631;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Ala;Trento;Trentino Alto Adige;ITALIA
6632;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6633;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Staranzano;Gorizia;Friuli Venezia Giulia;ITALIA
6634;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Ospedaletto;Trento;Trentino Alto Adige;ITALIA
6635;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;PREDAIA;Trento;Trentino Alto Adige;ITALIA
6636;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Sovizzo;Vicenza;Veneto;ITALIA
6637;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Mori;Trento;Trentino Alto Adige;ITALIA
6638;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;NewSmartCard;Casteltermini;Agrigento;Sicilia;ITALIA
6639;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Castione della Presolana;Bergamo;Lombardia;ITALIA
6640;ITALIA;Italiana;Dipartimento di Economia e Management;Amministrazione Aziendale e Diritto;Corso di Laurea;OpenMove;Pegognaga;Mantova;Lombardia;ITALIA
6641;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Sciacca;Agrigento;Sicilia;ITALIA
6642;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6643;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Brescia;Brescia;Lombardia;ITALIA
6644;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Cameri;Novara;Piemonte;ITALIA
6645;ITALIA;Italiana;Dipartimento di Economia e Management;Gestione Aziendale;Corso di Laurea;OpenMove;Casaleone;Verona;Veneto;ITALIA
6646;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OldSmartCard;Pergine Valsugana;Trento;Trentino Alto Adige;ITALIA
6647;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
6648;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Feltre;Belluno;Veneto;ITALIA
6649;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Caderzone;Trento;Trentino Alto Adige;ITALIA
6650;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'informazione e Organizzazione D'impresa;Corso di Laurea;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
6651;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Belluno;Belluno;Veneto;ITALIA
6652;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Altavilla Vicentina;Vicenza;Veneto;ITALIA
6653;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Trichiana;Belluno;Veneto;ITALIA
6654;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio sociale;Corso di Laurea;OpenMove;Cles;Trento;Trentino Alto Adige;ITALIA
6655;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OldSmartCard;Mezzolombardo;Trento;Trentino Alto Adige;ITALIA
6656;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Arco;Trento;Trentino Alto Adige;ITALIA
6657;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;NewSmartCard;Sedico;Belluno;Veneto;ITALIA
6658;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OpenMove;Ospedaletto Euganeo;Padova;Veneto;ITALIA
6659;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Beni culturali;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6660;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Vicenza;Vicenza;Veneto;ITALIA
6661;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6662;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OldSmartCard;Carpenedolo;Brescia;Lombardia;ITALIA
6663;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Sociologia;Corso di Laurea;OldSmartCard;Storo;Trento;Trentino Alto Adige;ITALIA
6664;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Mori;Trento;Trentino Alto Adige;ITALIA
6665;UCRAINA;Extracomunitaria;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
6666;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OpenMove;Vicenza;Vicenza;Veneto;ITALIA
6667;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Brendola;Vicenza;Veneto;ITALIA
6668;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Caprino Veronese;Verona;Veneto;ITALIA
6669;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Arco;Trento;Trentino Alto Adige;ITALIA
6670;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Lazise;Verona;Veneto;ITALIA
6671;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OldSmartCard;Mel;Belluno;Veneto;ITALIA
6672;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;Rovigo;Rovigo;Veneto;ITALIA
6673;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Riese Pio X;Treviso;Veneto;ITALIA
6674;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Flavon;Trento;Trentino Alto Adige;ITALIA
6675;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria per l'ambiente e il territorio;Corso di Laurea;OldSmartCard;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6676;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OpenMove;Pedemonte;Vicenza;Veneto;ITALIA
6677;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Gonzaga;Mantova;Lombardia;ITALIA
6678;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
6679;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Scienze e Tecniche di Psicologia Cognitiva;Corso di Laurea;OldSmartCard;Montesilvano;Pescara;Abruzzo;ITALIA
6680;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OldSmartCard;Caldonazzo;Trento;Trentino Alto Adige;ITALIA
6681;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;NewSmartCard;Tione di Trento;Trento;Trentino Alto Adige;ITALIA
6682;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Studi internazionali;Corso di Laurea;OpenMove;Mola di Bari;Bari;Puglia;ITALIA
6683;ITALIA;Italiana;Dipartimento di Economia e Management;Economia e Management;Corso di Laurea;OpenMove;Bassano del Grappa;Vicenza;Veneto;ITALIA
6684;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6685;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Verona;Verona;Veneto;ITALIA
6686;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OldSmartCard;Roncegno;Trento;Trentino Alto Adige;ITALIA
6687;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Ingegneria dell'Informazione e delle Comunicazioni;Corso di Laurea;OpenMove;Mantova;Mantova;Lombardia;ITALIA
6688;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;NewSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6689;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio sociale;Corso di Laurea;OldSmartCard;San Michele All'Adige;Trento;Trentino Alto Adige;ITALIA
6690;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Caldonazzo;Trento;Trentino Alto Adige;ITALIA
6691;ITALIA;Italiana;Dipartimento di Fisica;Fisica;Corso di Laurea;OpenMove;Loreto;Ancona;Marche;ITALIA
6692;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Rovereto;Trento;Trentino Alto Adige;ITALIA
6693;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Trento;Trento;Trentino Alto Adige;ITALIA
6694;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Studi storici e filologico-letterari;Corso di Laurea;OldSmartCard;Dimaro;Trento;Trentino Alto Adige;ITALIA
6695;ITALIA;Italiana;Dipartimento di Ingegneria Civile, Ambientale e Meccanica;Ingegneria Civile;Corso di Laurea;OldSmartCard;Riva del Garda;Trento;Trentino Alto Adige;ITALIA
6696;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OldSmartCard;Merano;Bolzano;Trentino Alto Adige;ITALIA
6697;ITALIA;Italiana;Dipartimento di Psicologia e Scienze Cognitive;Interfacce e Tecnologie della Comunicazione;Corso di Laurea;OpenMove;Desenzano del Garda;Brescia;Lombardia;ITALIA
6698;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;San Vito Al Tagliamento;Udine;Friuli Venezia Giulia;ITALIA
6699;ITALIA;Italiana;Dipartimento di Matematica;Matematica;Corso di Laurea;OldSmartCard;Verona;Verona;Veneto;ITALIA
6700;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Lingue moderne;Corso di Laurea;OldSmartCard;LEDRO;Trento;Trentino Alto Adige;ITALIA
6701;ITALIA;Italiana;Dipartimento di Ingegneria e Scienza dell'Informazione;Informatica;Corso di Laurea;OldSmartCard;Padenghe Sul Garda;Brescia;Lombardia;ITALIA
6702;ITALIA;Italiana;Dipartimento di Sociologia e Ricerca Sociale;Servizio Sociale;Corso di Laurea;OldSmartCard;VILLE D’ANAUNIA;Trento;Trentino Alto Adige;ITALIA
6703;ITALIA;Italiana;Dipartimento di Ingegneria Industriale;Ingegneria Industriale;Corso di Laurea;OpenMove;ALTOPIANO DELLA VIGOLANA;Trento;Trentino Alto Adige;ITALIA
6704;ITALIA;Italiana;Facoltà di Giurisprudenza;Giurisprudenza;Laurea Magistrale Ciclo Unico 5 anni;OpenMove;Trento;Trento;Trentino Alto Adige;ITALIA
6705;ITALIA;Italiana;Dipartimento di Lettere e Filosofia;Filosofia;Corso di Laurea;OpenMove;Romano d'Ezzelino;Vicenza;Veneto;ITALIA
